player_id,player_name,nationality,born,player_url
c4f44958,Caprice Dydasco,Caprice Dydasco,1993,https://fbref.com/en/players/c4f44958/Caprice-Dydasco
9002f1a5,Elizabeth Eddy,Elizabeth Eddy,1991,https://fbref.com/en/players/9002f1a5/Elizabeth-Eddy
1e3c5371,Kristen Edmonds,Kristen Edmonds,1987,https://fbref.com/en/players/1e3c5371/Kristen-Edmonds
4e99492b,Becky Edwards,Becky Edwards,1988,https://fbref.com/en/players/4e99492b/Becky-Edwards
c984f467,Whitney Engen,Whitney Engen,1987,https://fbref.com/en/players/c984f467/Whitney-Engen
c34e49ab,Abby Erceg,Abby Erceg,1989,https://fbref.com/en/players/c34e49ab/Abby-Erceg
e8079363,Julie Ertz,Julie Ertz,1992,https://fbref.com/en/players/e8079363/Julie-Ertz
c6a67ef1,Maddy Evans,Maddy Evans,1991,https://fbref.com/en/players/c6a67ef1/Maddy-Evans
5150af4f,Nkem Ezurike,Nkem Ezurike,1992,https://fbref.com/en/players/5150af4f/Nkem-Ezurike
34e16d35,Sinead Farrelly,Sinead Farrelly,1989,https://fbref.com/en/players/34e16d35/Sinead-Farrelly
ad856f64,Jamia Fields,Jamia Fields,1993,https://fbref.com/en/players/ad856f64/Jamia-Fields
ba51312d,Jonelle Filigno,Jonelle Filigno,1990,https://fbref.com/en/players/ba51312d/Jonelle-Filigno
11cfa9d6,Jess Fishlock,Jess Fishlock,1987,https://fbref.com/en/players/11cfa9d6/Jess-Fishlock
1a89c2bd,Kendall Fletcher,Kendall Fletcher,1984,https://fbref.com/en/players/1a89c2bd/Kendall-Fletcher
019544ff,Caitlin Foord,Caitlin Foord,1994,https://fbref.com/en/players/019544ff/Caitlin-Foord
911af3bb,Danielle Foxhoven,Danielle Foxhoven,1989,https://fbref.com/en/players/911af3bb/Danielle-Foxhoven
5c9f4456,Katy Freels,Katy Freels,1990,https://fbref.com/en/players/5c9f4456/Katy-Freels
988dbb0c,Amanda Frisbie,Amanda Frisbie,1992,https://fbref.com/en/players/988dbb0c/Amanda-Frisbie
f44c4259,Morgan Gautrat,Morgan Gautrat,1993,https://fbref.com/en/players/f44c4259/Morgan-Gautrat
473ec793,CoCo Goodson,CoCo Goodson,1990,https://fbref.com/en/players/473ec793/CoCo-Goodson
f813a581,Shawna Gordon,Shawna Gordon,1990,https://fbref.com/en/players/f813a581/Shawna-Gordon
ee96ceb8,Shea Groom,Shea Groom,1993,https://fbref.com/en/players/ee96ceb8/Shea-Groom
c796268e,Kristin Grubka,Kristin Grubka,1992,https://fbref.com/en/players/c796268e/Kristin-Grubka
04f6fcee,Sarah Hagen,Sarah Hagen,1989,https://fbref.com/en/players/04f6fcee/Sarah-Hagen
93d9a391,Kristen Hamilton,Kristen Hamilton,1992,https://fbref.com/en/players/93d9a391/Kristen-Hamilton
4c7ad183,Ashlyn Harris,Ashlyn Harris,1985,https://fbref.com/en/players/4c7ad183/Ashlyn-Harris
a8e7e71e,Kelsey Haycook,Kelsey Haycook,1993,https://fbref.com/en/players/a8e7e71e/Kelsey-Haycook
a031e21e,Maya Hayes,Maya Hayes,1992,https://fbref.com/en/players/a031e21e/Maya-Hayes
59ef6268,Tobin Heath,Tobin Heath,1988,https://fbref.com/en/players/59ef6268/Tobin-Heath
fa6c11a1,Taryn Hemmings,Taryn Hemmings,1986,https://fbref.com/en/players/fa6c11a1/Taryn-Hemmings
bf412415,Melissa Henderson,Melissa Henderson,1989,https://fbref.com/en/players/bf412415/Melissa-Henderson
533aa7b5,Bianca Henninger,Bianca Henninger,1990,https://fbref.com/en/players/533aa7b5/Bianca-Henninger
9f42ca7d,Michelle Heyman,Michelle Heyman,1988,https://fbref.com/en/players/9f42ca7d/Michelle-Heyman
987fd7be,Lauren Holiday,Lauren Holiday,1987,https://fbref.com/en/players/987fd7be/Lauren-Holiday
cc3e04ce,Riley Houle,Riley Houle,,https://fbref.com/en/players/cc3e04ce/Riley-Houle
fe48520d,Jen Hoy,Jen Hoy,1991,https://fbref.com/en/players/fe48520d/Jen-Hoy
570faa60,Sofia Huerta,Sofia Huerta,1992,https://fbref.com/en/players/570faa60/Sofia-Huerta
3b1156ac,Tori Huster,Tori Huster,1989,https://fbref.com/en/players/3b1156ac/Tori-Huster
bac69c3a,Jordan Jackson,Jordan Jackson,1990,https://fbref.com/en/players/bac69c3a/Jordan-Jackson
51e07369,Sarah Jackson,Sarah Jackson,1991,https://fbref.com/en/players/51e07369/Sarah-Jackson
3796b394,Leigh Jakes,Leigh Jakes,1988,https://fbref.com/en/players/3796b394/Leigh-Jakes
f0ac227b,Chanel Johnson,Chanel Johnson,1993,https://fbref.com/en/players/f0ac227b/Chanel-Johnson
6c6d7d3b,Estelle Johnson,Estelle Johnson,1988,https://fbref.com/en/players/6c6d7d3b/Estelle-Johnson
f212101a,Kendall Johnson,Kendall Johnson,1991,https://fbref.com/en/players/f212101a/Kendall-Johnson
c130f258,Samantha Johnson,Samantha Johnson,1991,https://fbref.com/en/players/c130f258/Samantha-Johnson
2513a812,Chantel Jones,Chantel Jones,1988,https://fbref.com/en/players/2513a812/Chantel-Jones
aec31f3e,Robyn Jones,Robyn Jones,1985,https://fbref.com/en/players/aec31f3e/Robyn-Jones
a87b91af,Kassey Kallman,Kassey Kallman,1992,https://fbref.com/en/players/a87b91af/Kassey-Kallman
fd43b69f,Caroline Kastor,Caroline Kastor,1991,https://fbref.com/en/players/fd43b69f/Caroline-Kastor
6a435e8d,Sam Kerr,Sam Kerr,1993,https://fbref.com/en/players/6a435e8d/Sam-Kerr
e13e096b,Julie King,Julie King,1989,https://fbref.com/en/players/e13e096b/Julie-King
020eaa4d,Aubrey Kingsbury,Aubrey Kingsbury,1991,https://fbref.com/en/players/020eaa4d/Aubrey-Kingsbury
6fedfa1d,Alyssa Kleiner,Alyssa Kleiner,1993,https://fbref.com/en/players/6fedfa1d/Alyssa-Kleiner
22a2b293,Meghan Klingenberg,Meghan Klingenberg,1988,https://fbref.com/en/players/22a2b293/Meghan-Klingenberg
8f93035b,Brittany Kolmel,Brittany Kolmel,1987,https://fbref.com/en/players/8f93035b/Brittany-Kolmel
85a11d14,Haley Kopmeyer,Haley Kopmeyer,1990,https://fbref.com/en/players/85a11d14/Haley-Kopmeyer
ecc8f211,Jami Kranich,Jami Kranich,1992,https://fbref.com/en/players/ecc8f211/Jami-Kranich
21922d46,Ali Krieger,Ali Krieger,1984,https://fbref.com/en/players/21922d46/Ali-Krieger
85b0dab3,Camilla Kur Larsen,Camilla Kur Larsen,1989,https://fbref.com/en/players/85b0dab3/Camilla-Kur-Larsen
7d0d9b4e,Kaylyn Kyle,Kaylyn Kyle,1988,https://fbref.com/en/players/7d0d9b4e/Kaylyn-Kyle
e4ef9beb,Lo'eau LaBonta,Lo'eau LaBonta,1993,https://fbref.com/en/players/e4ef9beb/Loeau-LaBonta
e588c6c3,Mandy Laddish,Mandy Laddish,1992,https://fbref.com/en/players/e588c6c3/Mandy-Laddish
732b020b,Jen LaPonte,Jen LaPonte,1989,https://fbref.com/en/players/732b020b/Jen-LaPonte
d0743fc8,Lauren Lazo,Lauren Lazo,1993,https://fbref.com/en/players/d0743fc8/Lauren-Lazo
d3ce5b67,Karina LeBlanc,Karina LeBlanc,1980,https://fbref.com/en/players/d3ce5b67/Karina-LeBlanc
15c7bfb7,Adriana Leon,Adriana Leon,1992,https://fbref.com/en/players/15c7bfb7/Adriana-Leon
77989176,Amy LePeilbet,Amy LePeilbet,1982,https://fbref.com/en/players/77989176/Amy-LePeilbet
7d7d1c00,Sydney Leroux,Sydney Leroux,1990,https://fbref.com/en/players/7d7d1c00/Sydney-Leroux
a53f593b,Camille Levin,Camille Levin,1990,https://fbref.com/en/players/a53f593b/Camille-Levin
63727657,Meghan Lisenby,Meghan Lisenby,1992,https://fbref.com/en/players/63727657/Meghan-Lisenby
bef86627,Kim Little,Kim Little,1990,https://fbref.com/en/players/bef86627/Kim-Little
f9589b2d,Carli Lloyd,Carli Lloyd,1982,https://fbref.com/en/players/f9589b2d/Carli-Lloyd
399b0fa4,Joanna Lohman,Joanna Lohman,1982,https://fbref.com/en/players/399b0fa4/Joanna-Lohman
63d04257,Michelle Lomnicki,Michelle Lomnicki,1987,https://fbref.com/en/players/63d04257/Michelle-Lomnicki
ab2811ad,Allie Long,Allie Long,1987,https://fbref.com/en/players/ab2811ad/Allie-Long
f8d71e8a,Mary Luba,Mary Luba,1993,https://fbref.com/en/players/f8d71e8a/Mary-Luba
2811e7f3,Taylor Lytle,Taylor Lytle,1989,https://fbref.com/en/players/2811e7f3/Taylor-Lytle
8029a2bd,Morgan Marlborough,Morgan Marlborough,1990,https://fbref.com/en/players/8029a2bd/Morgan-Marlborough
09873d76,Ella Masar,Ella Masar,1986,https://fbref.com/en/players/09873d76/Ella-Masar
2fbb9565,Diana Matheson,Diana Matheson,1984,https://fbref.com/en/players/2fbb9565/Diana-Matheson
98d7b49e,Merritt Mathias,Merritt Mathias,1990,https://fbref.com/en/players/98d7b49e/Merritt-Mathias
7a8dbc0f,Alyssa Mautz,Alyssa Mautz,1989,https://fbref.com/en/players/7a8dbc0f/Alyssa-Mautz
759fc7db,Stephanie McCaffrey,Stephanie McCaffrey,1993,https://fbref.com/en/players/759fc7db/Stephanie-McCaffrey
3955931a,Hayley McCall,Hayley McCall,1992,https://fbref.com/en/players/3955931a/Hayley-McCall
0eee4661,Tiffany McCarty,Tiffany McCarty,1990,https://fbref.com/en/players/0eee4661/Tiffany-McCarty
54913297,Kelley McCloskey,Kelley McCloskey,1991,https://fbref.com/en/players/54913297/Kelley-McCloskey
2b512abc,Jessica McDonald,Jessica McDonald,1988,https://fbref.com/en/players/2b512abc/Jessica-McDonald
0746d6c2,Erin McLeod,Erin McLeod,1983,https://fbref.com/en/players/0746d6c2/Erin-McLeod
acbf23b6,Emily Menges,Emily Menges,1992,https://fbref.com/en/players/acbf23b6/Emily-Menges
cd5e683b,Kristie Mewis,Kristie Mewis,1991,https://fbref.com/en/players/cd5e683b/Kristie-Mewis
9faa1610,Sam Mewis,Sam Mewis,1992,https://fbref.com/en/players/9faa1610/Sam-Mewis
b7936b81,Caroline Miller,Caroline Miller,1991,https://fbref.com/en/players/b7936b81/Caroline-Miller
1a64f434,Alex Morgan,Alex Morgan,1989,https://fbref.com/en/players/1a64f434/Alex-Morgan
06adfc22,Rebecca Moros,Rebecca Moros,1985,https://fbref.com/en/players/06adfc22/Rebecca-Moros
800ff11c,Meg Morris,Meg Morris,1992,https://fbref.com/en/players/800ff11c/Meg-Morris
4f24c672,Nadia Nadim,Nadia Nadim,1988,https://fbref.com/en/players/4f24c672/Nadia-Nadim
4c1ee572,Alyssa Naeher,Alyssa Naeher,1988,https://fbref.com/en/players/4c1ee572/Alyssa-Naeher
2a590b68,Christine Nairn,Christine Nairn,1990,https://fbref.com/en/players/2a590b68/Christine-Nairn
be5e2b41,Ajara Nchout,Ajara Nchout,1993,https://fbref.com/en/players/be5e2b41/Ajara-Nchout
eec1bf4f,Ashley Nick,Ashley Nick,1987,https://fbref.com/en/players/eec1bf4f/Ashley-Nick
9f4a3772,Courtney Niemiec,Courtney Niemiec,1992,https://fbref.com/en/players/9f4a3772/Courtney-Niemiec
5ebefe20,Kelley O'Hara,Kelley O'Hara,1988,https://fbref.com/en/players/5ebefe20/Kelley-OHara
1590d091,Heather O'Reilly,Heather O'Reilly,1985,https://fbref.com/en/players/1590d091/Heather-OReilly
a048cb2f,Stephanie Ochs,Stephanie Ochs,1990,https://fbref.com/en/players/a048cb2f/Stephanie-Ochs
d2e80d3d,Ngozi Okobi,Ngozi Okobi,1993,https://fbref.com/en/players/d2e80d3d/Ngozi-Okobi
483fb7c0,Francisca Ordega,Francisca Ordega,1993,https://fbref.com/en/players/483fb7c0/Francisca-Ordega
8f11092f,Megan Oyster,Megan Oyster,1992,https://fbref.com/en/players/8f11092f/Megan-Oyster
8eccbd50,Mollie Pathman,Mollie Pathman,1992,https://fbref.com/en/players/8eccbd50/Mollie-Pathman
beff85c7,Christie Pearce,Christie Pearce,1975,https://fbref.com/en/players/beff85c7/Christie-Pearce
fb0e0107,Suzane Pires,Suzane Pires,1992,https://fbref.com/en/players/fb0e0107/Suzane-Pires
b0cdb3e4,Clare Polkinghorne,Clare Polkinghorne,1989,https://fbref.com/en/players/b0cdb3e4/Clare-Polkinghorne
54724f13,Shade Pratt,Shade Pratt,1993,https://fbref.com/en/players/54724f13/Shade-Pratt
fe95f6e7,Christen Press,Christen Press,1988,https://fbref.com/en/players/fe95f6e7/Christen-Press
3d2972d6,Toni Pressley,Toni Pressley,1990,https://fbref.com/en/players/3d2972d6/Toni-Pressley
484c8938,Cami Privett,Cami Privett,1993,https://fbref.com/en/players/484c8938/Cami-Privett
f451750d,Rachel Quon,Rachel Quon,1991,https://fbref.com/en/players/f451750d/Rachel-Quon
392e6eb5,Rafinha,Rafinha,1988,https://fbref.com/en/players/392e6eb5/Rafinha
8b7ddf10,Megan Rapinoe,Megan Rapinoe,1985,https://fbref.com/en/players/8b7ddf10/Megan-Rapinoe
4a4fc01f,Hayley Raso,Hayley Raso,1994,https://fbref.com/en/players/4a4fc01f/Hayley-Raso
74f170fe,Elli Reed,Elli Reed,1989,https://fbref.com/en/players/74f170fe/Elli-Reed
d6a5b17b,Katherine Reynolds,Katherine Reynolds,1987,https://fbref.com/en/players/d6a5b17b/Katherine-Reynolds
35ff7363,Sarah Robbins,Sarah Robbins,1992,https://fbref.com/en/players/35ff7363/Sarah-Robbins
8fd13891,Stephanie Roche,Stephanie Roche,1989,https://fbref.com/en/players/8fd13891/Stephanie-Roche
3bc75a1a,Amy Rodriguez,Amy Rodriguez,1987,https://fbref.com/en/players/3bc75a1a/Amy-Rodriguez
01ec0220,Katelyn Rowland,Katelyn Rowland,1994,https://fbref.com/en/players/01ec0220/Katelyn-Rowland
3ad6a01a,Angela Salem,Angela Salem,1988,https://fbref.com/en/players/3ad6a01a/Angela-Salem
94ce95e3,Lianne Sanderson,Lianne Sanderson,1988,https://fbref.com/en/players/94ce95e3/Lianne-Sanderson
d2612e86,Becky Sauerbrunn,Becky Sauerbrunn,1985,https://fbref.com/en/players/d2612e86/Becky-Sauerbrunn
db2aac86,Katie Schoepfer,Katie Schoepfer,1988,https://fbref.com/en/players/db2aac86/Katie-Schoepfer
cac37055,Lauren Sesselmann,Lauren Sesselmann,1983,https://fbref.com/en/players/cac37055/Lauren-Sesselmann
a2003d2d,Meleana Shim,Meleana Shim,1991,https://fbref.com/en/players/a2003d2d/Meleana-Shim
faaae58c,Frances Silva,Frances Silva,1992,https://fbref.com/en/players/faaae58c/Frances-Silva
aee12c52,Kyah Simon,Kyah Simon,1991,https://fbref.com/en/players/aee12c52/Kyah-Simon
8d7667f4,Christine Sinclair,Christine Sinclair,1983,https://fbref.com/en/players/8d7667f4/Christine-Sinclair
0e53dd2e,Alex Singer,Alex Singer,1987,https://fbref.com/en/players/0e53dd2e/Alex-Singer
9f7cccaa,Jennifer Skogerboe,Jennifer Skogerboe,1992,https://fbref.com/en/players/9f7cccaa/Jennifer-Skogerboe
88414ae7,Hope Solo,Hope Solo,1981,https://fbref.com/en/players/88414ae7/Hope-Solo
504f99ae,Jasmyne Spencer,Jasmyne Spencer,1990,https://fbref.com/en/players/504f99ae/Jasmyne-Spencer
55cffb69,Caroline Stanley,Caroline Stanley,1993,https://fbref.com/en/players/55cffb69/Caroline-Stanley
ff322b25,Nikki Stanton,Nikki Stanton,1990,https://fbref.com/en/players/ff322b25/Nikki-Stanton
c0bf220c,Chelsea Stewart,Chelsea Stewart,1990,https://fbref.com/en/players/c0bf220c/Chelsea-Stewart
49a16c2d,Melissa Tancredi,Melissa Tancredi,1981,https://fbref.com/en/players/49a16c2d/Melissa-Tancredi
dc02c40a,Jodie Taylor,Jodie Taylor,1986,https://fbref.com/en/players/dc02c40a/Jodie-Taylor
d51434db,Rachel Tejada,Rachel Tejada,1993,https://fbref.com/en/players/d51434db/Rachel-Tejada
ecfc6aea,Hanna Terry,Hanna Terry,1990,https://fbref.com/en/players/ecfc6aea/Hanna-Terry
8443ab57,Erika Tymrak,Erika Tymrak,1991,https://fbref.com/en/players/8443ab57/Erika-Tymrak
e6f4045e,Rachel Van Hollebeke,Rachel Van Hollebeke,1985,https://fbref.com/en/players/e6f4045e/Rachel-Van-Hollebeke
613c3da2,Katrine Veje,Katrine Veje,1991,https://fbref.com/en/players/613c3da2/Katrine-Veje
2c3b6330,Stephanie Verdoia,Stephanie Verdoia,1993,https://fbref.com/en/players/2c3b6330/Stephanie-Verdoia
0113e22f,Maruschka Waldus,Maruschka Waldus,1992,https://fbref.com/en/players/0113e22f/Maruschka-Waldus
266a4d91,Cara Walls,Cara Walls,1993,https://fbref.com/en/players/266a4d91/Cara-Walls
0524b8ce,Kealia Watt,Kealia Watt,1992,https://fbref.com/en/players/0524b8ce/Kealia-Watt
5bfa9f9d,Tiffany Weimer,Tiffany Weimer,1983,https://fbref.com/en/players/5bfa9f9d/Tiffany-Weimer
817f0d71,Cat Whitehill,Cat Whitehill,1982,https://fbref.com/en/players/817f0d71/Cat-Whitehill
9f30d749,Ketlen Wiggers,Ketlen Wiggers,1992,https://fbref.com/en/players/9f30d749/Ketlen-Wiggers
a901dadb,Rhian Wilkinson,Rhian Wilkinson,1982,https://fbref.com/en/players/a901dadb/Rhian-Wilkinson
71fee688,Carleigh Williams,Carleigh Williams,1992,https://fbref.com/en/players/71fee688/Carleigh-Williams
e06b483f,Kat Williamson,Kat Williamson,1989,https://fbref.com/en/players/e06b483f/Kat-Williamson
10561425,Keelin Winters,Keelin Winters,1988,https://fbref.com/en/players/10561425/Keelin-Winters
fc112dbc,Sarah Woldmoe,Sarah Woldmoe,1992,https://fbref.com/en/players/fc112dbc/Sarah-Woldmoe
ab32d8cc,Rachel Wood,Rachel Wood,1990,https://fbref.com/en/players/ab32d8cc/Rachel-Wood
2b0527c9,Arin Wright,Arin Wright,1992,https://fbref.com/en/players/2b0527c9/Arin-Wright
491d680f,Kelsey Wys,Kelsey Wys,1991,https://fbref.com/en/players/491d680f/Kelsey-Wys
c899177a,Beverly Yanez,Beverly Yanez,1988,https://fbref.com/en/players/c899177a/Beverly-Yanez
19ade833,McCall Zerboni,McCall Zerboni,1986,https://fbref.com/en/players/19ade833/McCall-Zerboni
c9a34fc1,Laura Alleway,Laura Alleway,1989,https://fbref.com/en/players/c9a34fc1/Laura-Alleway
8b86d6d3,Alex Arlitt,Alex Arlitt,1993,https://fbref.com/en/players/8b86d6d3/Alex-Arlitt
be263fe7,Eunice Beckmann,Eunice Beckmann,1992,https://fbref.com/en/players/be263fe7/Eunice-Beckmann
8fc17839,Josée Bélanger,Josée Bélanger,1986,https://fbref.com/en/players/8fc17839/Josee-Belanger
bd836a67,McKenzie Berryhill,McKenzie Berryhill,1993,https://fbref.com/en/players/bd836a67/McKenzie-Berryhill
9fb7f4cb,Celeste Boureille,Celeste Boureille,1994,https://fbref.com/en/players/9fb7f4cb/Celeste-Boureille
aae0d96d,Katie Bowen,Katie Bowen,1994,https://fbref.com/en/players/aae0d96d/Katie-Bowen
e483bd89,Dagný Brynjarsdóttir,Dagný Brynjarsdóttir,1991,https://fbref.com/en/players/e483bd89/Dagny-Brynjarsdottir
259e1563,Christina Burkenroad,Christina Burkenroad,1993,https://fbref.com/en/players/259e1563/Christina-Burkenroad
1ec19334,Caroline Casey,Caroline Casey,1994,https://fbref.com/en/players/1ec19334/Caroline-Casey
1722c1c3,Janice Cayman,Janice Cayman,1988,https://fbref.com/en/players/1722c1c3/Janice-Cayman
fa737db3,Kelly Conheeney,Kelly Conheeney,1991,https://fbref.com/en/players/fa737db3/Kelly-Conheeney
f1c9aac8,Megan Crosson,Megan Crosson,1994,https://fbref.com/en/players/f1c9aac8/Megan-Crosson
7fa35ec9,Rachel Daly,Rachel Daly,1991,https://fbref.com/en/players/7fa35ec9/Rachel-Daly
88fb9f93,Lisa De Vanna,Lisa De Vanna,1984,https://fbref.com/en/players/88fb9f93/Lisa-De-Vanna
2d4436d1,Makenzy Doniak,Makenzy Doniak,1994,https://fbref.com/en/players/2d4436d1/Makenzy-Doniak
b3a53694,Natasha Dowie,Natasha Dowie,1988,https://fbref.com/en/players/b3a53694/Natasha-Dowie
c66f3746,Britt Eckerstrom,Britt Eckerstrom,1993,https://fbref.com/en/players/c66f3746/Britt-Eckerstrom
a2611ce9,Brooke Elby,Brooke Elby,1993,https://fbref.com/en/players/a2611ce9/Brooke-Elby
5409334c,Lindsay Elston,Lindsay Elston,1992,https://fbref.com/en/players/5409334c/Lindsay-Elston
4b7864fd,Cali Farquharson,Cali Farquharson,1993,https://fbref.com/en/players/4b7864fd/Cali-Farquharson
864f0d4b,Maureen Fitzgerald,Maureen Fitzgerald,,https://fbref.com/en/players/864f0d4b/Maureen-Fitzgerald
bed5296d,Jannelle Flaws,Jannelle Flaws,1991,https://fbref.com/en/players/bed5296d/Jannelle-Flaws
a204c6bd,Tessa Florio-Gavilsky,Tessa Florio-Gavilsky,1989,https://fbref.com/en/players/a204c6bd/Tessa-Florio-Gavilsky
2e6685b1,Leah Fortune,Leah Fortune,1990,https://fbref.com/en/players/2e6685b1/Leah-Fortune
2d2234cf,Adrianna Franch,Adrianna Franch,1990,https://fbref.com/en/players/2d2234cf/Adrianna-Franch
a0e999a4,Jeon Ga-eul,Jeon Ga-eul,1988,https://fbref.com/en/players/a0e999a4/Jeon-Ga-eul
c3d37cec,Leah Galton,Leah Galton,1994,https://fbref.com/en/players/c3d37cec/Leah-Galton
c6122e4b,Sarah Gorden,Sarah Gorden,1992,https://fbref.com/en/players/c6122e4b/Sarah-Gorden
64ae0b69,Michaela Hahn,Michaela Hahn,1994,https://fbref.com/en/players/64ae0b69/Michaela-Hahn
cfc79262,Caity Heap,Caity Heap,1994,https://fbref.com/en/players/cfc79262/Caity-Heap
a8a538a8,Lindsey Heaps,Lindsey Heaps,1994,https://fbref.com/en/players/a8a538a8/Lindsey-Heaps
